ENSCAFT00000031387	479902	N
ENSCAFT00000031388	403552	N
ENSCAFT00000031391	491258	N
ENSCAFT00000031393	479600	N
ENSCAFT00000031397	609816.611691	N
ENSCAFT00000031400	U	N
ENSCAFT00000031402	U	N
ENSCAFT00000031403	491440	N
ENSCAFT00000031404	U	N
ENSCAFT00000031406	403829	N
ENSCAFT00000031407	479601	cfa00760=Nicotinate and nicotinamide metabolism.cfa01100=Metabolic pathways
ENSCAFT00000031412	491263	N
ENSCAFT00000031414	491263.491264	N
ENSCAFT00000031415	403830	N
ENSCAFT00000031417	485740.607893	N
ENSCAFT00000031418	480680	N
ENSCAFT00000031420	491269	N
ENSCAFT00000031422	491268	N
ENSCAFT00000031424	490105	N
ENSCAFT00000031425	U	N
ENSCAFT00000031430	612948	cfa00564=Glycerophospholipid metabolism.cfa00565=Ether lipid metabolism.cfa01100=Metabolic pathways
ENSCAFT00000031431	479905	N
ENSCAFT00000031433	U	N
ENSCAFT00000031435	479906	N
ENSCAFT00000031438	610454	N
ENSCAFT00000031440	476917.611719	N
ENSCAFT00000031442	404022	N
ENSCAFT00000031446	U	N
ENSCAFT00000031449	491276	N
ENSCAFT00000031450	U	N
ENSCAFT00000031452	491274	N
ENSCAFT00000031455	491275	N
ENSCAFT00000031456	608004	N
ENSCAFT00000031457	448806	cfa00350=Tyrosine metabolism.cfa01100=Metabolic pathways
ENSCAFT00000031460	490112	N
ENSCAFT00000031462	U	N
ENSCAFT00000031463	479907	N
ENSCAFT00000031464	479908	N
ENSCAFT00000031467	479909	N
ENSCAFT00000031468	490114	N
ENSCAFT00000031469	490115	N
ENSCAFT00000031471	479605	N
ENSCAFT00000031472	U	N
ENSCAFT00000031477	490117	N
ENSCAFT00000031481	U	N
ENSCAFT00000031482	491277	cfa00260=Glycine, serine and threonine metabolism.cfa01100=Metabolic pathways
ENSCAFT00000031484	611790	cfa00270=Cysteine and methionine metabolism.cfa01100=Metabolic pathways
ENSCAFT00000031485	479603	cfa04120=Ubiquitin mediated proteolysis.cfa04141=Protein processing in endoplasmic reticulum
ENSCAFT00000031490	U	N
ENSCAFT00000031497	608663	N
ENSCAFT00000031500	489649	N
ENSCAFT00000031504	490118	N
ENSCAFT00000031505	489651	N
ENSCAFT00000031506	608025	N
ENSCAFT00000031507	608053	N
ENSCAFT00000031510	479911	cfa00480=Glutathione metabolism.cfa00980=Metabolism of xenobiotics by cytochrome P450.cfa00982=Drug metabolism - cytochrome P450
ENSCAFT00000031513	479609	cfa04320=Dorso-ventral axis formation
ENSCAFT00000031517	608060	cfa04062=Chemokine signaling pathway.cfa04510=Focal adhesion.cfa04650=Natural killer cell mediated cytotoxicity.cfa04660=T cell receptor signaling pathway.cfa04662=B cell receptor signaling pathway.cfa04664=Fc epsilon RI signaling pathway.cfa04666=Fc gamma R-mediated phagocytosis.cfa04670=Leukocyte transendothelial migration.cfa04810=Regulation of actin cytoskeleton
ENSCAFT00000031518	U	N
ENSCAFT00000031519	479912	cfa00480=Glutathione metabolism.cfa00980=Metabolism of xenobiotics by cytochrome P450.cfa00982=Drug metabolism - cytochrome P450
ENSCAFT00000031520	608713	cfa03460=Fanconi anemia pathway
ENSCAFT00000031523	489653	N
ENSCAFT00000031524	479913	cfa00230=Purine metabolism.cfa01100=Metabolic pathways
ENSCAFT00000031525	608726	N
ENSCAFT00000031526	608743	N
ENSCAFT00000031527	489655	N
ENSCAFT00000031528	U	N
ENSCAFT00000031529	U	N
ENSCAFT00000031530	489656	cfa04144=Endocytosis
ENSCAFT00000031531	U	N
ENSCAFT00000031533	490119	cfa04744=Phototransduction
ENSCAFT00000031534	611810	cfa04062=Chemokine signaling pathway.cfa04360=Axon guidance.cfa04530=Tight junction.cfa04540=Gap junction.cfa04670=Leukocyte transendothelial migration.cfa04724=Glutamatergic synapse.cfa04725=Cholinergic synapse.cfa04727=GABAergic synapse.cfa04728=Dopaminergic synapse.cfa04730=Long-term depression.cfa04914=Progesterone-mediated oocyte maturation.cfa04916=Melanogenesis.cfa04971=Gastric acid secretion.cfa05133=Pertussis.cfa05142=Chagas disease (American trypanosomiasis).cfa05145=Toxoplasmosis
ENSCAFT00000031535	479611	N
ENSCAFT00000031538	480682	N
ENSCAFT00000031539	U	N
ENSCAFT00000031540	U	N
ENSCAFT00000031541	490120	N
ENSCAFT00000031542	611824	N
ENSCAFT00000031543	490121	N
ENSCAFT00000031546	U	N
ENSCAFT00000031547	490123	cfa03050=Proteasome
ENSCAFT00000031550	479915	cfa04142=Lysosome.cfa04722=Neurotrophin signaling pathway
ENSCAFT00000031551	611839	N
ENSCAFT00000031552	U	N
ENSCAFT00000031553	U	N
ENSCAFT00000031554	481735	cfa03320=PPAR signaling pathway.cfa04920=Adipocytokine signaling pathway.cfa05200=Pathways in cancer.cfa05202=Transcriptional misregulation in cancer.cfa05216=Thyroid cancer.cfa05222=Small cell lung cancer.cfa05223=Non-small cell lung cancer
ENSCAFT00000031555	491278	cfa03320=PPAR signaling pathway.cfa04920=Adipocytokine signaling pathway.cfa04976=Bile secretion.cfa05160=Hepatitis C.cfa05200=Pathways in cancer.cfa05202=Transcriptional misregulation in cancer.cfa05216=Thyroid cancer.cfa05222=Small cell lung cancer.cfa05223=Non-small cell lung cancer
ENSCAFT00000031560	479612	cfa03010=Ribosome
ENSCAFT00000031561	489657	N
ENSCAFT00000031564	479916	N
ENSCAFT00000031567	489658	N
ENSCAFT00000031570	U	N
ENSCAFT00000031571	479613	cfa04514=Cell adhesion molecules (CAMs)
ENSCAFT00000031573	U	N
ENSCAFT00000031574	490124	cfa00970=Aminoacyl-tRNA biosynthesis
ENSCAFT00000031582	U	N
ENSCAFT00000031589	476973	cfa03022=Basal transcription factors.cfa05168=Herpes simplex infection
ENSCAFT00000031590	489660	N
ENSCAFT00000031599	U	N
ENSCAFT00000031601	491279	N
ENSCAFT00000031602	U	N
ENSCAFT00000031604	489661	cfa00531=Glycosaminoglycan degradation.cfa01100=Metabolic pathways.cfa04142=Lysosome
ENSCAFT00000031606	403833	cfa00603=Glycosphingolipid biosynthesis - globo series.cfa01100=Metabolic pathways
ENSCAFT00000031607	479615	cfa00230=Purine metabolism.cfa01100=Metabolic pathways
ENSCAFT00000031608	U	N
ENSCAFT00000031610	490126	N
ENSCAFT00000031614	482125	N
ENSCAFT00000031615	479918	N
ENSCAFT00000031618	480686	cfa05200=Pathways in cancer.cfa05210=Colorectal cancer.cfa05212=Pancreatic cancer
ENSCAFT00000031621	489662	N
ENSCAFT00000031624	491280	cfa00100=Steroid biosynthesis.cfa00561=Glycerolipid metabolism.cfa01100=Metabolic pathways.cfa04972=Pancreatic secretion.cfa04975=Fat digestion and absorption
ENSCAFT00000031625	479617	cfa04122=Sulfur relay system
ENSCAFT00000031627	480687	N
ENSCAFT00000031628	608926	N
ENSCAFT00000031629	608945	N
ENSCAFT00000031630	491281	N
ENSCAFT00000031632	489663	cfa00900=Terpenoid backbone biosynthesis.cfa01100=Metabolic pathways
ENSCAFT00000031633	489664	cfa04145=Phagosome.cfa04380=Osteoclast differentiation.cfa04670=Leukocyte transendothelial migration.cfa05140=Leishmaniasis
ENSCAFT00000031634	608988	N
ENSCAFT00000031635	480688	cfa04150=mTOR signaling pathway.cfa04910=Insulin signaling pathway
ENSCAFT00000031636	608408	N
ENSCAFT00000031637	490127	N
ENSCAFT00000031638	480689	N
ENSCAFT00000031641	608418	N
ENSCAFT00000031642	489665	N
ENSCAFT00000031646	U	N
ENSCAFT00000031647	480690	N
ENSCAFT00000031649	491283	N
ENSCAFT00000031650	479919	N
ENSCAFT00000031651	U	N
ENSCAFT00000031652	608462	N
ENSCAFT00000031653	U	N
ENSCAFT00000031655	480691	N
ENSCAFT00000031656	U	N
ENSCAFT00000031657	491284	N
ENSCAFT00000031659	U	N
ENSCAFT00000031660	612800	N
ENSCAFT00000031664	U	N
ENSCAFT00000031666	U	N
ENSCAFT00000031667	489668	N
ENSCAFT00000031668	U	N
ENSCAFT00000031672	489669	N
ENSCAFT00000031673	U	N
ENSCAFT00000031675	479619	N
ENSCAFT00000031676	491288	N
ENSCAFT00000031678	491289	N
ENSCAFT00000031679	479620	N
ENSCAFT00000031680	U	N
ENSCAFT00000031681	U	N
ENSCAFT00000031682	609291	N
ENSCAFT00000031684	489671	N
ENSCAFT00000031688	U	N
ENSCAFT00000031689	489672	N
ENSCAFT00000031690	489673	cfa05133=Pertussis
ENSCAFT00000031692	479623	cfa00190=Oxidative phosphorylation.cfa01100=Metabolic pathways.cfa04260=Cardiac muscle contraction.cfa05010=Alzheimer's disease.cfa05012=Parkinson's disease.cfa05016=Huntington's disease
ENSCAFT00000031693	490128	N
ENSCAFT00000031694	479624	N
ENSCAFT00000031697	609427	N
ENSCAFT00000031698	U	N
ENSCAFT00000031699	609436	N
ENSCAFT00000031702	U	N
ENSCAFT00000031705	491290	cfa04510=Focal adhesion.cfa04512=ECM-receptor interaction.cfa05145=Toxoplasmosis.cfa05146=Amoebiasis.cfa05200=Pathways in cancer.cfa05222=Small cell lung cancer
ENSCAFT00000031706	490129	N
ENSCAFT00000031707	491291	N
ENSCAFT00000031709	613001	cfa03040=Spliceosome
ENSCAFT00000031711	U	N
ENSCAFT00000031714	U	N
ENSCAFT00000031715	U	N
ENSCAFT00000031718	489675	N
ENSCAFT00000031719	489676	N
ENSCAFT00000031721	611922	N
ENSCAFT00000031722	491292	cfa04012=ErbB signaling pathway.cfa04110=Cell cycle.cfa04360=Axon guidance.cfa04722=Neurotrophin signaling pathway.cfa05200=Pathways in cancer.cfa05220=Chronic myeloid leukemia.cfa05416=Viral myocarditis
ENSCAFT00000031727	608606	cfa03018=RNA degradation
ENSCAFT00000031728	U	N
ENSCAFT00000031730	489677	N
ENSCAFT00000031734	479625	N
ENSCAFT00000031736	480693	cfa00250=Alanine, aspartate and glutamate metabolism.cfa00330=Arginine and proline metabolism.cfa01100=Metabolic pathways
ENSCAFT00000031737	489679	N
ENSCAFT00000031739	489680	N
ENSCAFT00000031740	489681	N
ENSCAFT00000031743	U	N
ENSCAFT00000031749	491294	N
ENSCAFT00000031751	U	N
ENSCAFT00000031754	479921	cfa04062=Chemokine signaling pathway.cfa04510=Focal adhesion.cfa04650=Natural killer cell mediated cytotoxicity.cfa04660=T cell receptor signaling pathway.cfa04662=B cell receptor signaling pathway.cfa04664=Fc epsilon RI signaling pathway.cfa04666=Fc gamma R-mediated phagocytosis.cfa04670=Leukocyte transendothelial migration.cfa04810=Regulation of actin cytoskeleton
ENSCAFT00000031755	479626	N
ENSCAFT00000031761	489682	N
ENSCAFT00000031763	489683	N
ENSCAFT00000031765	490132	cfa04360=Axon guidance
ENSCAFT00000031766	U	N
ENSCAFT00000031768	U	N
ENSCAFT00000031769	U	N
ENSCAFT00000031771	U	N
ENSCAFT00000031773	479629	N
ENSCAFT00000031775	480695	N
ENSCAFT00000031778	607276	N
ENSCAFT00000031779	489684	cfa04141=Protein processing in endoplasmic reticulum
ENSCAFT00000031780	489685	N
ENSCAFT00000031781	U	N
ENSCAFT00000031783	489687	N
ENSCAFT00000031784	U	N
ENSCAFT00000031785	609752	N
ENSCAFT00000031786	490136	N
ENSCAFT00000031787	489689	N
ENSCAFT00000031790	489690	cfa00140=Steroid hormone biosynthesis.cfa01100=Metabolic pathways
ENSCAFT00000031792	489691	N
ENSCAFT00000031793	480696	N
ENSCAFT00000031795	480697	N
ENSCAFT00000031796	491296	N
ENSCAFT00000031797	491297	N
ENSCAFT00000031798	480698	cfa00590=Arachidonic acid metabolism.cfa01100=Metabolic pathways
ENSCAFT00000031799	491298	N
ENSCAFT00000031800	491299	N
ENSCAFT00000031802	491300	N
ENSCAFT00000031803	U	N
ENSCAFT00000031805	491302	N
ENSCAFT00000031806	U	N
ENSCAFT00000031807	491303	N
ENSCAFT00000031814	481734	cfa04510=Focal adhesion.cfa04512=ECM-receptor interaction.cfa04974=Protein digestion and absorption.cfa05146=Amoebiasis
ENSCAFT00000031815	489692	cfa00562=Inositol phosphate metabolism.cfa01100=Metabolic pathways.cfa04012=ErbB signaling pathway.cfa04020=Calcium signaling pathway.cfa04070=Phosphatidylinositol signaling system.cfa04370=VEGF signaling pathway.cfa04650=Natural killer cell mediated cytotoxicity.cfa04664=Fc epsilon RI signaling pathway.cfa04666=Fc gamma R-mediated phagocytosis.cfa04670=Leukocyte transendothelial migration.cfa04722=Neurotrophin signaling pathway.cfa05200=Pathways in cancer.cfa05214=Glioma.cfa05223=Non-small cell lung cancer
ENSCAFT00000031817	490138	cfa04080=Neuroactive ligand-receptor interaction
ENSCAFT00000031820	612092	N
ENSCAFT00000031823	491304	cfa04146=Peroxisome
ENSCAFT00000031825	U	N
ENSCAFT00000031827	489694	N
ENSCAFT00000031829	612827	cfa00510=N-Glycan biosynthesis
ENSCAFT00000031830	479924	N
ENSCAFT00000031833	479925	cfa00534=Glycosaminoglycan biosynthesis - heparan sulfate.cfa01100=Metabolic pathways
ENSCAFT00000031835	491305	N
ENSCAFT00000031837	403982	cfa04514=Cell adhesion molecules (CAMs).cfa04670=Leukocyte transendothelial migration.cfa05143=African trypanosomiasis.cfa05144=Malaria.cfa05166=HTLV-I infection
ENSCAFT00000031840	479926	cfa04110=Cell cycle
ENSCAFT00000031841	491306	cfa04144=Endocytosis
ENSCAFT00000031845	U	N
ENSCAFT00000031847	479928	N
ENSCAFT00000031848	489696	N
ENSCAFT00000031849	U	N
ENSCAFT00000031850	U	N
ENSCAFT00000031851	479635	N
ENSCAFT00000031852	479929	cfa00280=Valine, leucine and isoleucine degradation.cfa01100=Metabolic pathways
ENSCAFT00000031853	U	N
ENSCAFT00000031857	491307	cfa03013=RNA transport
ENSCAFT00000031858	490141	N
ENSCAFT00000031859	480701	cfa00510=N-Glycan biosynthesis.cfa01100=Metabolic pathways
ENSCAFT00000031860	479930	N
ENSCAFT00000031862	489698	N
ENSCAFT00000031863	490142	N
ENSCAFT00000031864	608889	N
ENSCAFT00000031865	479636	N
ENSCAFT00000031869	U	N
ENSCAFT00000031870	U	N
ENSCAFT00000031871	491309	N
ENSCAFT00000031872	U	N
ENSCAFT00000031873	442991	N
ENSCAFT00000031875	491310	cfa00380=Tryptophan metabolism.cfa00450=Selenocompound metabolism.cfa01100=Metabolic pathways
ENSCAFT00000031876	610120	N
ENSCAFT00000031878	610142	N
ENSCAFT00000031879	610152	N
ENSCAFT00000031880	608904	N
ENSCAFT00000031881	489703	N
ENSCAFT00000031882	608916	cfa04210=Apoptosis
ENSCAFT00000031883	480702	N
ENSCAFT00000031885	491312	N
ENSCAFT00000031887	489704	N
ENSCAFT00000031890	608478	N
ENSCAFT00000031891	489705	N
ENSCAFT00000031896	479931	cfa00500=Starch and sucrose metabolism.cfa01100=Metabolic pathways
ENSCAFT00000031901	491314	N
ENSCAFT00000031902	403484	N
ENSCAFT00000031904	480704	N
ENSCAFT00000031906	490144	N
ENSCAFT00000031907	479933	N
ENSCAFT00000031909	U	N
ENSCAFT00000031911	479934	N
ENSCAFT00000031912	491315	N
ENSCAFT00000031915	490148	N
ENSCAFT00000031918	609012	N
ENSCAFT00000031919	479642	N
ENSCAFT00000031925	491317	cfa03320=PPAR signaling pathway
ENSCAFT00000031926	U	N
ENSCAFT00000031930	479935	cfa00240=Pyrimidine metabolism.cfa00410=beta-Alanine metabolism.cfa00770=Pantothenate and CoA biosynthesis.cfa00983=Drug metabolism - other enzymes.cfa01100=Metabolic pathways
ENSCAFT00000031933	479643	N
ENSCAFT00000031936	609040	N
ENSCAFT00000031937	608574	N
ENSCAFT00000031939	U	N
ENSCAFT00000031942	479644	cfa00970=Aminoacyl-tRNA biosynthesis
ENSCAFT00000031943	489706	N
ENSCAFT00000031945	480708	N
ENSCAFT00000031946	479646	cfa04140=Regulation of autophagy.cfa04727=GABAergic synapse
ENSCAFT00000031948	479647	N
ENSCAFT00000031950	489707	cfa00533=Glycosaminoglycan biosynthesis - keratan sulfate
ENSCAFT00000031952	612858	N
ENSCAFT00000031953	403675	N
ENSCAFT00000031957	491319	cfa04144=Endocytosis.cfa04666=Fc gamma R-mediated phagocytosis.cfa04721=Synaptic vesicle cycle.cfa04961=Endocrine and other factor-regulated calcium reabsorption.cfa05100=Bacterial invasion of epithelial cells
ENSCAFT00000031962	479648	cfa04062=Chemokine signaling pathway.cfa04510=Focal adhesion.cfa04670=Leukocyte transendothelial migration.cfa04810=Regulation of actin cytoskeleton.cfa05100=Bacterial invasion of epithelial cells
ENSCAFT00000031964	479649	N
ENSCAFT00000031965	479650	N
ENSCAFT00000031966	U	N
ENSCAFT00000031967	U	N
ENSCAFT00000031970	483016	N
ENSCAFT00000031972	609101	cfa00590=Arachidonic acid metabolism.cfa01100=Metabolic pathways
ENSCAFT00000031975	610390	cfa00620=Pyruvate metabolism
ENSCAFT00000031976	611597	cfa03410=Base excision repair
ENSCAFT00000031979	491321	N
ENSCAFT00000031981	U	N
ENSCAFT00000031983	491322	N
ENSCAFT00000031984	491323	N
ENSCAFT00000031985	490149	N
ENSCAFT00000031988	490150	N
ENSCAFT00000031989	609122	cfa00562=Inositol phosphate metabolism.cfa01100=Metabolic pathways.cfa04144=Endocytosis
ENSCAFT00000031990	490151	N
ENSCAFT00000031991	U	N
ENSCAFT00000031992	612241	cfa00510=N-Glycan biosynthesis.cfa01100=Metabolic pathways
ENSCAFT00000031995	479937	N
ENSCAFT00000031996	479653	N
ENSCAFT00000031997	480712	cfa00230=Purine metabolism.cfa01100=Metabolic pathways
ENSCAFT00000031998	610417	N
ENSCAFT00000032001	490152	N
ENSCAFT00000032002	U	N
ENSCAFT00000032006	610424	N
ENSCAFT00000032008	490153	cfa04610=Complement and coagulation cascades
ENSCAFT00000032010	609176	cfa00790=Folate biosynthesis.cfa01100=Metabolic pathways
ENSCAFT00000032011	479939	cfa02010=ABC transporters.cfa04146=Peroxisome
ENSCAFT00000032012	491325	cfa05202=Transcriptional misregulation in cancer
ENSCAFT00000032016	479940	N
ENSCAFT00000032018	491326	N
ENSCAFT00000032021	U	N
ENSCAFT00000032024	479655	N
ENSCAFT00000032025	U	N
ENSCAFT00000032028	480713	N
ENSCAFT00000032030	610461	N
ENSCAFT00000032034	U	N
ENSCAFT00000032035	612283	cfa00480=Glutathione metabolism.cfa01100=Metabolic pathways
ENSCAFT00000032038	490154	N
ENSCAFT00000032041	U	N
ENSCAFT00000032043	609251	N
ENSCAFT00000032044	479941	N
ENSCAFT00000032047	479656	cfa00970=Aminoacyl-tRNA biosynthesis
ENSCAFT00000032049	491329	N
ENSCAFT00000032052	476346.480716	cfa03010=Ribosome
ENSCAFT00000032053	U	N
ENSCAFT00000032057	479657	N
ENSCAFT00000032060	479658	N
ENSCAFT00000032063	479942	N
ENSCAFT00000032064	489714	cfa00512=Mucin type O-Glycan biosynthesis.cfa00533=Glycosaminoglycan biosynthesis - keratan sulfate.cfa00603=Glycosphingolipid biosynthesis - globo series.cfa00604=Glycosphingolipid biosynthesis - ganglio series.cfa01100=Metabolic pathways
ENSCAFT00000032065	479943	N
ENSCAFT00000032066	480717	N
ENSCAFT00000032068	480718	N
ENSCAFT00000032069	479946	N
ENSCAFT00000032074	489715	cfa00051=Fructose and mannose metabolism.cfa00520=Amino sugar and nucleotide sugar metabolism.cfa01100=Metabolic pathways
ENSCAFT00000032078	479947	N
ENSCAFT00000032079	U	N
ENSCAFT00000032080	479948	N
ENSCAFT00000032081	490155	N
ENSCAFT00000032082	489716	N
ENSCAFT00000032086	479659	cfa03040=Spliceosome
ENSCAFT00000032087	479949.608750	cfa03010=Ribosome
ENSCAFT00000032088	610536	N
ENSCAFT00000032090	U	N
ENSCAFT00000032091	479950	N
ENSCAFT00000032093	490156	N
ENSCAFT00000032094	612364	N
ENSCAFT00000032095	484145	N
ENSCAFT00000032098	U	N
ENSCAFT00000032099	479951	N
ENSCAFT00000032101	479953	N
ENSCAFT00000032103	U	N
ENSCAFT00000032104	490160	N
ENSCAFT00000032105	612373	N
ENSCAFT00000032107	489717	cfa05166=HTLV-I infection
ENSCAFT00000032108	609271	N
ENSCAFT00000032109	U	N
ENSCAFT00000032113	612870	N
ENSCAFT00000032114	491331	N
ENSCAFT00000032115	480720	N
ENSCAFT00000032117	U	N
ENSCAFT00000032118	479954	N
ENSCAFT00000032120	U	N
ENSCAFT00000032122	480722	cfa04144=Endocytosis
ENSCAFT00000032124	482889	cfa01100=Metabolic pathways
ENSCAFT00000032126	489718	N
ENSCAFT00000032127	480723	cfa05202=Transcriptional misregulation in cancer
ENSCAFT00000032129	480724	N
ENSCAFT00000032134	490163	N
ENSCAFT00000032140	479955	cfa04110=Cell cycle
ENSCAFT00000032143	U	N
ENSCAFT00000032145	U	N
ENSCAFT00000032147	479665	cfa00130=Ubiquinone and other terpenoid-quinone biosynthesis.cfa00270=Cysteine and methionine metabolism.cfa00350=Tyrosine metabolism.cfa00360=Phenylalanine metabolism.cfa00400=Phenylalanine, tyrosine and tryptophan biosynthesis.cfa01100=Metabolic pathways
ENSCAFT00000032150	480725	N
ENSCAFT00000032156	489724	N
ENSCAFT00000032157	479957	N
ENSCAFT00000032160	610700	N
ENSCAFT00000032163	611092	N
ENSCAFT00000032164	612406	N
ENSCAFT00000032166	490167	N
ENSCAFT00000032167	490168	N
ENSCAFT00000032168	479958	N
ENSCAFT00000032170	480726	cfa03060=Protein export.cfa04141=Protein processing in endoplasmic reticulum.cfa04612=Antigen processing and presentation.cfa05020=Prion diseases
ENSCAFT00000032171	U	N
ENSCAFT00000032173	490169	N
ENSCAFT00000032176	479534.608922	N
ENSCAFT00000032179	490170	N
ENSCAFT00000032180	490172	N
ENSCAFT00000032181	612887	N
ENSCAFT00000032186	479959	cfa00380=Tryptophan metabolism.cfa00450=Selenocompound metabolism.cfa01100=Metabolic pathways
ENSCAFT00000032187	479666	cfa04142=Lysosome
ENSCAFT00000032188	480728	N
ENSCAFT00000032191	489726	N
ENSCAFT00000032192	479960	cfa03022=Basal transcription factors
ENSCAFT00000032193	612856	cfa04666=Fc gamma R-mediated phagocytosis.cfa04810=Regulation of actin cytoskeleton.cfa05100=Bacterial invasion of epithelial cells.cfa05132=Salmonella infection
ENSCAFT00000032194	480729	cfa03010=Ribosome
ENSCAFT00000032195	U	N
ENSCAFT00000032196	U	N
ENSCAFT00000032197	479667	N
ENSCAFT00000032201	489727	N
ENSCAFT00000032203	U	N
ENSCAFT00000032204	610755	cfa00240=Pyrimidine metabolism.cfa01100=Metabolic pathways
ENSCAFT00000032205	U	N
ENSCAFT00000032206	609642	N
ENSCAFT00000032208	U	N
ENSCAFT00000032209	612963	N
ENSCAFT00000032210	U	N
ENSCAFT00000032211	490174	cfa05132=Salmonella infection
ENSCAFT00000032212	490816	N
ENSCAFT00000032214	491340	N
ENSCAFT00000032215	609706	N
ENSCAFT00000032218	U	N
ENSCAFT00000032219	491341	N
ENSCAFT00000032221	U	N
ENSCAFT00000032225	479669	cfa03040=Spliceosome
ENSCAFT00000032227	479963	cfa00534=Glycosaminoglycan biosynthesis - heparan sulfate
ENSCAFT00000032229	612493	N
ENSCAFT00000032231	U	N
ENSCAFT00000032233	480733.482974	N
ENSCAFT00000032235	612505	cfa04144=Endocytosis
ENSCAFT00000032236	479670	N
ENSCAFT00000032239	479964	cfa04740=Olfactory transduction.cfa04972=Pancreatic secretion
ENSCAFT00000032240	489729	N
ENSCAFT00000032243	480734	N
ENSCAFT00000032245	612508	cfa04740=Olfactory transduction.cfa04972=Pancreatic secretion
ENSCAFT00000032247	479671	cfa03050=Proteasome
ENSCAFT00000032249	479672	N
ENSCAFT00000032250	491342	N
ENSCAFT00000032251	490178	cfa04740=Olfactory transduction.cfa04972=Pancreatic secretion
ENSCAFT00000032252	489733	cfa03008=Ribosome biogenesis in eukaryotes
ENSCAFT00000032254	491344	N
ENSCAFT00000032255	612510	cfa04740=Olfactory transduction.cfa04972=Pancreatic secretion
ENSCAFT00000032258	609801	N
ENSCAFT00000032261	609804	cfa04740=Olfactory transduction
ENSCAFT00000032262	609809	cfa04740=Olfactory transduction
ENSCAFT00000032265	U	N
ENSCAFT00000032267	489734	cfa04310=Wnt signaling pathway.cfa04360=Axon guidance.cfa04370=VEGF signaling pathway.cfa04650=Natural killer cell mediated cytotoxicity.cfa04660=T cell receptor signaling pathway.cfa04662=B cell receptor signaling pathway.cfa05166=HTLV-I infection
ENSCAFT00000032269	490179	N
ENSCAFT00000032270	491350	N
ENSCAFT00000032276	610942	N
ENSCAFT00000032279	403544	cfa00590=Arachidonic acid metabolism.cfa01100=Metabolic pathways
ENSCAFT00000032283	489736	N
ENSCAFT00000032285	610951	N
ENSCAFT00000032289	480739	N
ENSCAFT00000032290	U	N
ENSCAFT00000032291	491353	N
ENSCAFT00000032294	479967	N
ENSCAFT00000032295	491354	N
ENSCAFT00000032296	489737	N
ENSCAFT00000032300	480740	N
ENSCAFT00000032302	491355	N
ENSCAFT00000032303	490182	N
ENSCAFT00000032304	490183	cfa04660=T cell receptor signaling pathway.cfa04662=B cell receptor signaling pathway.cfa05152=Tuberculosis
ENSCAFT00000032307	490184	N
ENSCAFT00000032309	U	N
ENSCAFT00000032310	491356	N
ENSCAFT00000032313	479968	N
ENSCAFT00000032314	U	N
ENSCAFT00000032318	489739	N
ENSCAFT00000032319	491357	cfa00601=Glycosphingolipid biosynthesis - lacto and neolacto series
ENSCAFT00000032323	479087	N
ENSCAFT00000032324	490185	N
ENSCAFT00000032327	490186	N
ENSCAFT00000032328	U	N
ENSCAFT00000032330	490187	cfa04080=Neuroactive ligand-receptor interaction
ENSCAFT00000032332	489647	cfa04514=Cell adhesion molecules (CAMs).cfa04520=Adherens junction.cfa05100=Bacterial invasion of epithelial cells.cfa05200=Pathways in cancer.cfa05213=Endometrial cancer.cfa05216=Thyroid cancer.cfa05218=Melanoma.cfa05219=Bladder cancer
ENSCAFT00000032333	442858	cfa04514=Cell adhesion molecules (CAMs).cfa04520=Adherens junction.cfa05100=Bacterial invasion of epithelial cells.cfa05200=Pathways in cancer.cfa05213=Endometrial cancer.cfa05216=Thyroid cancer.cfa05218=Melanoma.cfa05219=Bladder cancer
ENSCAFT00000032339	611010	cfa04514=Cell adhesion molecules (CAMs)
ENSCAFT00000032340	479970	cfa04520=Adherens junction
ENSCAFT00000032342	490188	N
ENSCAFT00000032345	U	N
ENSCAFT00000032348	U	N
ENSCAFT00000032349	489743	cfa00600=Sphingolipid metabolism.cfa01100=Metabolic pathways
ENSCAFT00000032351	479972	N
ENSCAFT00000032352	479973	cfa04142=Lysosome
ENSCAFT00000032353	479677	N
ENSCAFT00000032356	611044	N
ENSCAFT00000032357	490189	cfa00230=Purine metabolism.cfa00232=Caffeine metabolism.cfa01100=Metabolic pathways
ENSCAFT00000032358	U	N
ENSCAFT00000032359	489744	N
ENSCAFT00000032360	403403	cfa00564=Glycerophospholipid metabolism.cfa04142=Lysosome
